date,demand_kwh_total,demand_imputed_kwh,target_kwh,is_missing_original,is_imputed_day,year,month,weekofyear,dow,is_weekend,is_business_day,holiday_name,is_holiday,is_pre_holiday,is_post_holiday,is_long_weekend,t_mean_c,t_max_c,t_min_c,rh_mean_pct,precip_mm,sun_hours,sst_c,year_check,month_check,dow_check
2023-12-31,833.9193,833.9193,833.9193,0,0,2023,12,52,6,1,0,,0,1,0,0,27.1,31.6,21.3,92.0,0.0,1.9,25.8,2023,12,6
2024-01-01,1692.442398,1692.442398,1692.442398,0,0,2024,1,1,0,0,0,New Year's Day,1,0,0,1,27.3,30.9,20.0,89.0,1.4,8.5,25.5,2024,1,0
2024-01-02,812.6239939999998,812.6239939999998,812.6239939999998,0,0,2024,1,1,1,0,1,,0,0,1,0,26.0,29.4,21.1,90.0,0.1,8.0,26.2,2024,1,1
2024-01-03,829.6934320000001,829.6934320000001,829.6934320000001,0,0,2024,1,1,2,0,1,,0,0,0,0,26.6,29.5,20.8,89.0,0.0,2.2,26.4,2024,1,2
2024-01-04,941.184186,941.184186,941.184186,0,0,2024,1,1,3,0,1,,0,0,0,0,26.2,28.1,20.6,88.0,0.0,2.1,26.5,2024,1,3
2024-01-05,911.952969,911.952969,911.952969,0,0,2024,1,1,4,0,1,,0,0,0,0,25.7,28.5,20.0,89.0,5.5,1.1,26.2,2024,1,4
2024-01-06,814.910282,814.910282,814.910282,0,0,2024,1,1,5,1,0,,0,0,0,0,26.6,31.2,20.5,92.0,0.4,5.1,26.4,2024,1,5
2024-01-07,862.299182,862.299182,862.299182,0,0,2024,1,1,6,1,0,,0,0,0,0,27.8,31.6,20.0,91.0,0.6,8.5,26.3,2024,1,6
2024-01-08,795.583144,795.583144,795.583144,0,0,2024,1,2,0,0,1,,0,0,0,0,25.9,29.3,19.4,93.0,35.4,4.7,26.3,2024,1,0
2024-01-09,1087.435402,1087.435402,1087.435402,0,0,2024,1,2,1,0,1,,0,0,0,0,26.6,29.3,21.8,91.0,0.0,3.3,26.5,2024,1,1
2024-01-10,1054.6600259999998,1054.6600259999998,1054.6600259999998,0,0,2024,1,2,2,0,1,,0,0,0,0,26.7,29.2,21.5,90.0,0.0,2.2,26.3,2024,1,2
2024-01-11,976.114785,976.114785,976.114785,0,0,2024,1,2,3,0,1,,0,0,0,0,25.9,29.4,19.8,92.0,0.0,1.1,26.2,2024,1,3
2024-01-12,876.8053540000001,876.8053540000001,876.8053540000001,0,0,2024,1,2,4,0,1,,0,0,0,0,26.8,30.0,19.5,92.0,0.0,5.9,26.4,2024,1,4
2024-01-13,758.000935,758.000935,758.000935,0,0,2024,1,2,5,1,0,,0,0,0,0,27.6,30.8,20.5,89.0,0.0,8.1,26.3,2024,1,5
2024-01-14,672.314405,672.314405,672.314405,0,0,2024,1,2,6,1,0,,0,0,0,0,27.6,31.6,20.8,93.0,0.0,9.2,26.5,2024,1,6
2024-01-15,844.492638,844.492638,844.492638,0,0,2024,1,3,0,0,1,,0,0,0,0,27.5,31.2,21.0,90.0,0.0,4.8,26.2,2024,1,0
2024-01-16,910.853145,910.853145,910.853145,0,0,2024,1,3,1,0,1,,0,0,0,0,27.7,32.4,21.4,93.0,0.0,9.1,26.4,2024,1,1
2024-01-17,880.7555580000001,880.7555580000001,880.7555580000001,0,0,2024,1,3,2,0,1,,0,0,0,0,27.4,30.5,21.9,93.0,0.0,5.6,26.3,2024,1,2
2024-01-18,800.543054,800.543054,800.543054,0,0,2024,1,3,3,0,1,,0,0,0,0,27.3,30.7,22.4,91.0,0.0,3.5,26.5,2024,1,3
2024-01-19,834.1937019999998,834.1937019999998,834.1937019999998,0,0,2024,1,3,4,0,1,,0,0,0,0,27.2,31.0,22.2,92.0,0.0,5.8,26.2,2024,1,4
2024-01-20,712.0588379999999,712.0588379999999,712.0588379999999,0,0,2024,1,3,5,1,0,,0,0,0,0,27.8,31.4,22.0,93.0,0.8,5.5,26.5,2024,1,5
2024-01-21,669.646507,669.646507,669.646507,0,0,2024,1,3,6,1,0,,0,0,0,0,28.2,32.0,22.0,92.0,0.0,4.7,26.5,2024,1,6
2024-01-22,851.4409320000001,851.4409320000001,851.4409320000001,0,0,2024,1,4,0,0,1,,0,0,0,0,27.5,30.5,22.4,94.0,0.0,2.5,26.8,2024,1,0
2024-01-23,929.127888,929.127888,929.127888,0,0,2024,1,4,1,0,1,,0,0,0,0,27.9,31.6,22.0,91.0,0.0,9.2,26.5,2024,1,1
2024-01-24,821.2350690000001,821.2350690000001,821.2350690000001,0,0,2024,1,4,2,0,1,,0,0,0,0,27.1,29.5,22.6,92.0,0.0,2.8,26.7,2024,1,2
2024-01-25,902.036223,902.036223,902.036223,0,0,2024,1,4,3,0,1,,0,0,0,0,27.1,30.6,21.8,94.0,0.0,5.1,26.5,2024,1,3
2024-01-26,883.6583320000001,883.6583320000001,883.6583320000001,0,0,2024,1,4,4,0,1,,0,0,0,0,28.0,31.6,22.8,91.0,0.0,5.9,26.8,2024,1,4
2024-01-27,819.5113089999999,819.5113089999999,819.5113089999999,0,0,2024,1,4,5,1,0,,0,0,0,0,28.1,31.9,22.4,86.0,0.0,8.8,26.6,2024,1,5
2024-01-28,610.111492,610.111492,610.111492,0,0,2024,1,4,6,1,0,,0,0,0,0,28.2,31.6,22.2,90.0,0.0,3.2,26.4,2024,1,6
2024-01-29,916.017684,916.017684,916.017684,0,0,2024,1,5,0,0,1,,0,0,0,0,28.7,32.0,22.9,91.0,0.0,7.9,26.9,2024,1,0
2024-01-30,800.11552,800.11552,800.11552,0,0,2024,1,5,1,0,1,,0,0,0,0,27.0,32.3,22.6,92.0,6.2,3.5,27.2,2024,1,1
2024-01-31,869.400087,869.400087,869.400087,0,0,2024,1,5,2,0,1,,0,0,0,0,27.9,30.7,21.6,90.0,0.3,8.7,26.8,2024,1,2
2024-02-01,998.307526,998.307526,998.307526,0,0,2024,2,5,3,0,1,,0,0,0,0,28.5,32.0,21.8,87.0,0.0,8.6,26.9,2024,2,3
2024-02-02,900.507073,900.507073,900.507073,0,0,2024,2,5,4,0,1,,0,0,0,0,28.9,32.3,22.0,90.0,0.0,7.6,27.3,2024,2,4
2024-02-03,1195.008593,1195.008593,1195.008593,0,0,2024,2,5,5,1,0,,0,0,0,0,27.9,31.3,22.2,89.0,0.5,7.2,27.3,2024,2,5
2024-02-04,937.176521,937.176521,937.176521,0,0,2024,2,5,6,1,0,,0,0,0,0,27.7,31.1,21.5,90.0,2.7,4.9,27.0,2024,2,6
2024-02-05,905.119943,905.119943,905.119943,0,0,2024,2,6,0,0,1,,0,0,0,0,25.9,28.8,19.8,94.0,1.8000000000000005,1.1,27.1,2024,2,0
2024-02-06,1104.001628,1104.001628,1104.001628,0,0,2024,2,6,1,0,1,,0,0,0,0,27.3,30.8,22.3,89.0,0.0,2.1,26.8,2024,2,1
2024-02-07,1195.286591,1195.286591,1195.286591,0,0,2024,2,6,2,0,1,,0,0,0,0,27.9,31.6,22.8,90.0,3.8,7.9,26.9,2024,2,2
2024-02-08,984.875526,984.875526,984.875526,0,0,2024,2,6,3,0,1,,0,0,0,0,27.9,30.7,22.5,89.0,0.0,9.5,26.7,2024,2,3
2024-02-09,1320.7393079999997,1320.7393079999997,1320.7393079999997,0,0,2024,2,6,4,0,1,,0,0,0,0,27.5,31.2,21.8,88.0,0.0,7.0,26.5,2024,2,4
2024-02-10,1127.4762879999998,1127.4762879999998,1127.4762879999998,0,0,2024,2,6,5,1,0,,0,0,0,0,27.2,31.6,21.6,91.0,0.0,8.0,27.0,2024,2,5
2024-02-11,1075.633055,1075.633055,1075.633055,0,0,2024,2,6,6,1,0,,0,1,0,0,27.5,31.0,20.8,91.0,0.6,9.7,27.3,2024,2,6
2024-02-12,758.735691,758.735691,758.735691,0,0,2024,2,7,0,0,0,Carnival,1,1,0,1,27.1,30.4,21.0,95.0,9.1,4.3,27.1,2024,2,0
2024-02-13,760.083133,760.083133,760.083133,0,0,2024,2,7,1,0,0,Carnival,1,0,1,0,27.8,30.6,21.8,95.0,153.7,5.0,27.2,2024,2,1
2024-02-14,927.906239,927.906239,927.906239,0,0,2024,2,7,2,0,1,,0,0,1,0,28.9,33.3,22.2,88.0,0.4,9.3,27.3,2024,2,2
2024-02-15,1074.7353770000002,1074.7353770000002,1074.7353770000002,0,0,2024,2,7,3,0,1,,0,0,0,0,29.3,33.6,22.0,93.0,2.0,7.4,27.2,2024,2,3
2024-02-16,1028.253753,1028.253753,1028.253753,0,0,2024,2,7,4,0,1,,0,0,0,0,29.4,33.8,22.6,91.0,0.0,7.5,27.5,2024,2,4
2024-02-17,592.767269,592.767269,592.767269,0,0,2024,2,7,5,1,0,,0,0,0,0,26.8,30.3,22.8,89.0,154.7,0.2,27.2,2024,2,5
2024-02-18,853.764594,853.764594,853.764594,0,0,2024,2,7,6,1,0,,0,0,0,0,26.7,30.0,21.8,94.0,46.2,1.2,27.2,2024,2,6
2024-02-19,765.949062,765.949062,765.949062,0,0,2024,2,8,0,0,1,,0,0,0,0,26.4,30.4,22.3,92.0,10.8,0.0,27.4,2024,2,0
2024-02-20,796.4583700000001,796.4583700000001,796.4583700000001,0,0,2024,2,8,1,0,1,,0,0,0,0,26.9,30.5,20.4,94.0,0.2,0.5,27.2,2024,2,1
2024-02-21,1046.175339,1046.175339,1046.175339,0,0,2024,2,8,2,0,1,,0,0,0,0,27.8,31.4,21.4,95.0,3.4000000000000004,7.8,27.0,2024,2,2
2024-02-22,1039.715271,1039.715271,1039.715271,0,0,2024,2,8,3,0,1,,0,0,0,0,28.4,31.7,20.8,95.0,215.0,8.4,27.0,2024,2,3
2024-02-23,1015.988114,1015.988114,1015.988114,0,0,2024,2,8,4,0,1,,0,0,0,0,27.9,33.3,19.8,88.0,0.0,10.4,27.4,2024,2,4
2024-02-24,867.8661720000002,867.8661720000002,867.8661720000002,0,0,2024,2,8,5,1,0,,0,0,0,0,28.3,33.8,21.6,89.0,0.0,10.9,27.2,2024,2,5
2024-02-25,748.610821,748.610821,748.610821,0,0,2024,2,8,6,1,0,,0,0,0,0,28.6,33.9,22.2,96.0,0.0,8.7,27.5,2024,2,6
2024-02-26,1538.004802,1538.004802,1538.004802,0,0,2024,2,9,0,0,1,,0,0,0,0,28.9,34.6,20.6,90.0,0.0,9.6,27.3,2024,2,0
2024-02-27,1837.038894,1837.038894,1837.038894,0,0,2024,2,9,1,0,1,,0,0,0,0,28.3,33.4,20.8,90.0,0.0,9.8,27.3,2024,2,1
2024-02-28,2140.388307,2140.388307,2140.388307,0,0,2024,2,9,2,0,1,,0,0,0,0,28.8,34.4,20.2,90.0,0.0,10.1,27.5,2024,2,2
2024-02-29,1514.3859719999998,1514.3859719999998,1514.3859719999998,0,0,2024,2,9,3,0,1,,0,0,0,0,27.9,33.3,19.9,83.0,0.0,9.3,27.4,2024,2,3
2024-03-01,2146.038712,2146.038712,2146.038712,0,0,2024,3,9,4,0,1,,0,0,0,0,27.4,32.6,19.0,88.0,0.0,6.8,27.0,2024,3,4
2024-03-02,960.296956,960.296956,960.296956,0,0,2024,3,9,5,1,0,,0,0,0,0,27.6,33.1,18.6,89.0,0.0,10.9,26.7,2024,3,5
2024-03-03,840.255283,840.255283,840.255283,0,0,2024,3,9,6,1,0,,0,0,0,0,27.5,33.0,17.9,87.0,0.0,10.5,26.8,2024,3,6
2024-03-04,1057.638087,1057.638087,1057.638087,0,0,2024,3,10,0,0,1,,0,0,0,0,26.6,33.6,17.0,86.0,0.0,10.9,26.5,2024,3,0
2024-03-05,1311.022595,1311.022595,1311.022595,0,0,2024,3,10,1,0,1,,0,0,0,0,26.3,33.0,17.0,90.0,0.0,10.7,26.7,2024,3,1
2024-03-06,1231.954304,1231.954304,1231.954304,0,0,2024,3,10,2,0,1,,0,0,0,0,27.5,32.8,19.2,88.0,0.0,10.7,26.5,2024,3,2
2024-03-07,1485.290647,1485.290647,1485.290647,0,0,2024,3,10,3,0,1,,0,0,0,0,28.4,33.2,21.9,88.0,0.0,10.0,26.8,2024,3,3
2024-03-08,935.234391,935.234391,935.234391,0,0,2024,3,10,4,0,1,,0,0,0,0,28.2,32.0,21.8,88.0,0.0,8.2,26.5,2024,3,4
2024-03-09,1136.645992,1136.645992,1136.645992,0,0,2024,3,10,5,1,0,,0,0,0,0,27.0,30.6,19.8,95.0,5.699999999999999,3.5,26.7,2024,3,5
2024-03-10,1088.090136,1088.090136,1088.090136,0,0,2024,3,10,6,1,0,,0,0,0,0,27.9,31.5,20.0,93.0,0.1,5.5,26.8,2024,3,6
2024-03-11,1274.313092,1274.313092,1274.313092,0,0,2024,3,11,0,0,1,,0,0,0,0,27.1,31.2,21.0,88.0,0.0,1.1,26.6,2024,3,0
2024-03-12,882.9178469999999,882.9178469999999,882.9178469999999,0,0,2024,3,11,1,0,1,,0,0,0,0,27.5,31.8,20.9,93.0,5.0,3.1,26.4,2024,3,1
2024-03-13,1010.369943,1010.369943,1010.369943,0,0,2024,3,11,2,0,1,,0,0,0,0,27.3,32.3,20.5,91.0,0.1,8.9,26.9,2024,3,2
2024-03-14,842.3859269999998,842.3859269999998,842.3859269999998,0,0,2024,3,11,3,0,1,,0,0,0,0,26.6,30.5,21.3,95.0,15.0,2.1,27.2,2024,3,3
2024-03-15,949.63092,949.63092,949.63092,0,0,2024,3,11,4,0,1,,0,0,0,0,28.1,31.8,21.0,94.0,5.2,2.1,27.0,2024,3,4
2024-03-16,919.220736,919.220736,919.220736,0,0,2024,3,11,5,1,0,,0,0,0,0,28.8,34.6,21.4,93.0,0.0,9.2,27.3,2024,3,5
2024-03-17,736.8143279999999,736.8143279999999,736.8143279999999,0,0,2024,3,11,6,1,0,,0,0,0,0,28.8,35.0,22.1,89.0,0.0,4.0,27.5,2024,3,6
2024-03-18,1028.8590479999998,1028.8590479999998,1028.8590479999998,0,0,2024,3,12,0,0,1,,0,0,0,0,28.4,33.0,20.4,92.0,0.0,6.2,27.6,2024,3,0
2024-03-19,1003.488007,1003.488007,1003.488007,0,0,2024,3,12,1,0,1,,0,0,0,0,28.0,32.8,21.0,88.0,0.0,6.0,27.5,2024,3,1
2024-03-20,858.440636,858.440636,858.440636,0,0,2024,3,12,2,0,1,,0,0,0,0,27.8,30.6,22.4,96.0,59.3,4.9,27.3,2024,3,2
2024-03-21,686.298298,686.298298,686.298298,0,0,2024,3,12,3,0,1,,0,0,0,0,26.1,28.2,21.7,97.0,88.7,0.4,27.5,2024,3,3
2024-03-22,1122.236143,1122.236143,1122.236143,0,0,2024,3,12,4,0,1,,0,0,0,0,28.2,32.1,20.4,91.0,0.0,8.2,27.2,2024,3,4
2024-03-23,882.583451,882.583451,882.583451,0,0,2024,3,12,5,1,0,,0,0,0,0,28.2,33.5,22.0,92.0,0.0,10.5,27.5,2024,3,5
2024-03-24,696.2399749999998,696.2399749999998,696.2399749999998,0,0,2024,3,12,6,1,0,,0,0,0,0,28.3,33.8,21.5,93.0,0.0,5.1,27.7,2024,3,6
2024-03-25,879.183632,879.183632,879.183632,0,0,2024,3,13,0,0,1,,0,0,0,0,27.4,30.8,20.9,92.0,0.0,3.9,27.5,2024,3,0
2024-03-26,736.115929,736.115929,736.115929,0,0,2024,3,13,1,0,1,,0,0,0,0,26.5,31.3,21.2,93.0,23.8,3.1,27.5,2024,3,1
2024-03-27,1324.655645,1324.655645,1324.655645,0,0,2024,3,13,2,0,1,,0,0,0,0,27.3,31.1,19.8,94.0,0.0,10.2,27.3,2024,3,2
2024-03-28,992.267059,992.267059,992.267059,0,0,2024,3,13,3,0,1,,0,1,0,0,27.2,32.3,20.2,94.0,0.0,8.600000000000001,27.5,2024,3,3
2024-03-29,772.195877,772.195877,772.195877,0,0,2024,3,13,4,0,0,Good Friday,1,0,0,1,27.7,32.3,21.1,96.0,0.0,10.0,27.3,2024,3,4
2024-03-30,840.6222449999999,840.6222449999999,840.6222449999999,0,0,2024,3,13,5,1,0,,0,0,1,0,26.8,32.1,19.2,96.0,0.0,10.5,27.3,2024,3,5
2024-03-31,683.9342959999999,683.9342959999999,683.9342959999999,0,0,2024,3,13,6,1,0,,0,0,0,0,27.1,32.5,19.3,96.0,0.0,10.3,27.1,2024,3,6
2024-04-01,,704.476564,704.476564,1,1,2024,4,14,0,0,0,,0,0,0,0,27.025000000000002,32.275,19.275,94.25,0.0,10.075000000000001,27.0,2024,4,0
2024-04-02,,701.8923395,701.8923395,1,1,2024,4,14,1,0,0,,0,0,0,0,26.950000000000003,32.05,19.25,92.5,0.0,9.850000000000001,26.9,2024,4,1
2024-04-03,,685.4051509999999,685.4051509999999,1,1,2024,4,14,2,0,0,,0,0,0,0,26.875,31.825000000000003,19.225,90.75,0.0,9.625,26.8,2024,4,2
2024-04-04,929.8531609999998,929.8531609999998,929.8531609999998,0,0,2024,4,14,3,0,1,,0,0,0,0,26.8,31.6,19.2,89.0,0.0,9.4,26.7,2024,4,3
2024-04-05,662.9774280000001,662.9774280000001,662.9774280000001,0,0,2024,4,14,4,0,1,,0,0,0,0,26.6,31.8,18.1,94.0,0.0,9.7,26.9,2024,4,4
2024-04-06,636.857074,636.857074,636.857074,0,0,2024,4,14,5,1,0,,0,0,0,0,26.2,32.0,18.0,95.0,0.0,8.4,27.0,2024,4,5
2024-04-07,593.23093,593.23093,593.23093,0,0,2024,4,14,6,1,0,,0,0,0,0,26.8,31.7,18.4,90.0,0.0,8.3,26.8,2024,4,6
2024-04-08,,704.476564,704.476564,1,1,2024,4,15,0,0,0,,0,0,0,0,26.85,31.1,19.2,91.5,0.0,8.45,26.75,2024,4,0
2024-04-09,574.238892,574.238892,574.238892,0,0,2024,4,15,1,0,1,,0,0,0,0,26.9,30.5,20.0,93.0,0.0,8.6,26.7,2024,4,1
2024-04-10,594.2689690000001,594.2689690000001,594.2689690000001,0,0,2024,4,15,2,0,1,,0,0,0,0,26.7,29.7,20.2,94.0,0.0,7.4,26.4,2024,4,2
2024-04-11,628.98579,628.98579,628.98579,0,0,2024,4,15,3,0,1,,0,0,0,0,27.2,32.3,19.4,94.0,0.0,8.7,26.6,2024,4,3
2024-04-12,,677.8378594999999,677.8378594999999,1,1,2024,4,15,4,0,0,,0,0,0,0,27.3,32.4,19.75,95.0,0.0,7.95,26.450000000000003,2024,4,4
2024-04-13,1883.95436,1883.95436,1883.95436,0,0,2024,4,15,5,1,0,,0,0,0,0,27.4,32.5,20.1,96.0,0.0,7.2,26.3,2024,4,5
2024-04-14,661.5268620000002,661.5268620000002,661.5268620000002,0,0,2024,4,15,6,1,0,,0,0,0,0,28.5,32.6,19.0,95.0,0.0,6.2,26.2,2024,4,6
2024-04-15,914.689288,914.689288,914.689288,0,0,2024,4,16,0,0,1,,0,0,0,0,26.9,31.2,19.6,90.0,0.0,10.6,26.2,2024,4,0
2024-04-16,819.927906,819.927906,819.927906,0,0,2024,4,16,1,0,1,,0,0,0,0,26.7,31.6,21.2,93.0,0.0,6.2,26.5,2024,4,1
2024-04-17,867.3410529999999,867.3410529999999,867.3410529999999,0,0,2024,4,16,2,0,1,,0,0,0,0,26.8,31.7,19.3,93.0,0.0,8.4,26.3,2024,4,2
2024-04-18,874.201846,874.201846,874.201846,0,0,2024,4,16,3,0,1,,0,0,0,0,26.9,31.3,19.6,89.0,0.0,6.5,26.2,2024,4,3
2024-04-19,810.4796190000001,810.4796190000001,810.4796190000001,0,0,2024,4,16,4,0,1,,0,0,0,0,26.6,31.8,19.5,89.0,0.0,6.699999999999999,26.4,2024,4,4
2024-04-20,766.8472580000001,766.8472580000001,766.8472580000001,0,0,2024,4,16,5,1,0,,0,0,0,0,26.8,32.0,19.8,91.0,0.0,6.6,26.5,2024,4,5
2024-04-21,760.563175,760.563175,760.563175,0,0,2024,4,16,6,1,0,,0,0,0,0,27.4,32.2,19.3,95.0,0.0,9.0,26.1,2024,4,6
2024-04-22,840.8408430000001,840.8408430000001,840.8408430000001,0,0,2024,4,17,0,0,1,,0,0,0,0,26.6,31.8,19.1,88.0,0.0,4.0,26.3,2024,4,0
2024-04-23,940.3622,940.3622,940.3622,0,0,2024,4,17,1,0,1,,0,0,0,0,26.8,30.1,19.8,88.0,0.0,9.4,26.5,2024,4,1
2024-04-24,938.58117,938.58117,938.58117,0,0,2024,4,17,2,0,1,,0,0,0,0,26.7,30.9,19.5,91.0,0.0,8.8,26.3,2024,4,2
2024-04-25,962.340951,962.340951,962.340951,0,0,2024,4,17,3,0,1,,0,0,0,0,27.3,32.3,20.0,91.0,0.0,8.8,25.8,2024,4,3
2024-04-26,890.76548,890.76548,890.76548,0,0,2024,4,17,4,0,1,,0,0,0,0,26.5,31.4,19.8,90.0,0.0,9.3,26.0,2024,4,4
2024-04-27,779.771012,779.771012,779.771012,0,0,2024,4,17,5,1,0,,0,0,0,0,27.0,30.8,20.4,87.0,0.0,8.8,26.2,2024,4,5
2024-04-28,746.217546,746.217546,746.217546,0,0,2024,4,17,6,1,0,,0,0,0,0,26.9,30.7,20.2,93.0,0.0,9.0,25.8,2024,4,6
2024-04-29,898.3975589999999,898.3975589999999,898.3975589999999,0,0,2024,4,18,0,0,1,,0,0,0,0,27.2,31.7,19.9,89.0,0.0,10.8,25.9,2024,4,0
2024-04-30,904.286621,904.286621,904.286621,0,0,2024,4,18,1,0,1,,0,1,0,0,26.6,31.1,17.6,83.0,0.0,9.7,26.1,2024,4,1
2024-05-01,,685.4051509999999,685.4051509999999,1,1,2024,5,18,2,0,0,,0,0,0,0,26.5,30.875,18.1,84.0,0.0,7.975,26.05,2024,5,2
2024-05-02,,697.173534,697.173534,1,1,2024,5,18,3,0,0,,0,0,0,0,26.4,30.650000000000002,18.6,85.0,0.0,6.25,26.0,2024,5,3
2024-05-03,,677.8378594999999,677.8378594999999,1,1,2024,5,18,4,0,0,,0,0,0,0,26.3,30.425,19.1,86.0,0.0,4.5249999999999995,25.95,2024,5,4
2024-05-04,870.1448980000001,870.1448980000001,870.1448980000001,0,0,2024,5,18,5,1,0,,0,0,1,0,26.2,30.2,19.6,87.0,0.0,2.8,25.9,2024,5,5
2024-05-05,592.041981,592.041981,592.041981,0,0,2024,5,18,6,1,0,,0,0,0,0,26.2,29.6,19.8,89.0,0.0,3.8,25.7,2024,5,6
2024-05-06,618.176644,618.176644,618.176644,0,0,2024,5,19,0,0,1,,0,0,0,0,25.6,29.5,18.9,91.0,0.0,1.6,25.8,2024,5,0
2024-05-07,614.4526790000001,614.4526790000001,614.4526790000001,0,0,2024,5,19,1,0,1,,0,0,0,0,25.8,28.7,19.4,92.0,0.0,1.4,25.5,2024,5,1
2024-05-08,,685.4051509999999,685.4051509999999,1,1,2024,5,19,2,0,0,,0,0,0,0,25.55,29.049999999999997,19.6,91.5,0.0,2.7,25.4,2024,5,2
2024-05-09,584.531808,584.531808,584.531808,0,0,2024,5,19,3,0,1,,0,0,0,0,25.3,29.4,19.8,91.0,0.0,4.0,25.3,2024,5,3
2024-05-10,608.35414,608.35414,608.35414,0,0,2024,5,19,4,0,1,,0,0,0,0,25.1,29.8,19.6,90.0,0.0,8.2,25.1,2024,5,4
2024-05-11,619.931114,619.931114,619.931114,0,0,2024,5,19,5,1,0,,0,0,0,0,25.2,29.9,18.6,93.0,0.0,4.0,25.2,2024,5,5
2024-05-12,,588.94766,588.94766,1,1,2024,5,19,6,0,0,,0,0,0,0,25.049999999999997,29.549999999999997,18.65,91.0,0.0,5.15,25.15,2024,5,6
2024-05-13,844.5176230000001,844.5176230000001,844.5176230000001,0,0,2024,5,20,0,0,1,,0,0,0,0,24.9,29.2,18.7,89.0,0.0,6.3,25.1,2024,5,0
2024-05-14,815.1006150000001,815.1006150000001,815.1006150000001,0,0,2024,5,20,1,0,1,,0,0,0,0,25.7,28.7,20.2,93.0,0.0,2.3,24.8,2024,5,1
2024-05-15,750.3449719999999,750.3449719999999,750.3449719999999,0,0,2024,5,20,2,0,1,,0,0,0,0,25.8,29.6,20.2,86.0,0.0,6.8,24.6,2024,5,2
2024-05-16,785.106816,785.106816,785.106816,0,0,2024,5,20,3,0,1,,0,0,0,0,25.4,28.5,20.0,87.0,0.0,7.4,24.8,2024,5,3
2024-05-17,648.8325880000001,648.8325880000001,648.8325880000001,0,0,2024,5,20,4,0,1,,0,0,0,0,25.0,28.6,19.8,90.0,0.0,0.0,24.8,2024,5,4
2024-05-18,714.542799,714.542799,714.542799,0,0,2024,5,20,5,1,0,,0,0,0,0,25.1,29.6,19.9,92.0,0.0,5.1,24.6,2024,5,5
2024-05-19,588.1327520000001,588.1327520000001,588.1327520000001,0,0,2024,5,20,6,1,0,,0,0,0,0,25.4,29.7,19.7,91.0,0.0,2.7,24.5,2024,5,6
2024-05-20,779.7662849999999,779.7662849999999,779.7662849999999,0,0,2024,5,21,0,0,1,,0,0,0,0,25.0,28.4,20.0,88.0,0.0,6.5,24.7,2024,5,0
2024-05-21,733.81807,733.81807,733.81807,0,0,2024,5,21,1,0,1,,0,0,0,0,24.9,28.8,20.0,85.0,0.0,5.3,24.2,2024,5,1
2024-05-22,706.6042359999999,706.6042359999999,706.6042359999999,0,0,2024,5,21,2,0,1,,0,0,0,0,24.9,28.7,19.2,94.0,0.0,6.4,23.8,2024,5,2
2024-05-23,772.4763990000001,772.4763990000001,772.4763990000001,0,0,2024,5,21,3,0,1,,0,1,0,0,24.9,28.9,18.3,85.0,0.0,8.1,24.5,2024,5,3
2024-05-24,713.1749580000001,713.1749580000001,713.1749580000001,0,0,2024,5,21,4,0,0,The Battle of Pichincha,1,0,0,1,25.1,29.7,18.5,90.0,0.0,6.4,24.7,2024,5,4
2024-05-25,688.161383,688.161383,688.161383,0,0,2024,5,21,5,1,0,,0,0,1,0,24.9,28.9,18.9,88.0,0.0,0.7,24.5,2024,5,5
2024-05-26,607.051923,607.051923,607.051923,0,0,2024,5,21,6,1,0,,0,0,0,0,25.3,28.5,19.1,97.0,0.0,1.2,24.3,2024,5,6
2024-05-27,751.5523900000001,751.5523900000001,751.5523900000001,0,0,2024,5,22,0,0,1,,0,0,0,0,24.3,28.5,18.6,93.0,0.0,7.2,24.2,2024,5,0
2024-05-28,787.626218,787.626218,787.626218,0,0,2024,5,22,1,0,1,,0,0,0,0,24.6,27.6,19.0,92.0,1.0,7.1,23.8,2024,5,1
2024-05-29,679.9603719999999,679.9603719999999,679.9603719999999,0,0,2024,5,22,2,0,1,,0,0,0,0,24.1,27.5,18.8,92.0,0.0,0.2,23.9,2024,5,2
2024-05-30,677.648875,677.648875,677.648875,0,0,2024,5,22,3,0,1,,0,0,0,0,24.5,27.7,19.4,89.0,0.0,3.2,23.7,2024,5,3
2024-05-31,645.386722,645.386722,645.386722,0,0,2024,5,22,4,0,1,,0,0,0,0,24.1,27.8,19.2,94.0,0.0,2.7,23.7,2024,5,4
2024-06-01,,648.529662,648.529662,1,1,2024,6,22,5,0,0,,0,0,0,0,23.975,27.4,18.75,92.5,0.0,2.0250000000000004,23.575,2024,6,5
2024-06-02,,588.94766,588.94766,1,1,2024,6,22,6,0,0,,0,0,0,0,23.85,27.0,18.299999999999997,91.0,0.0,1.3500000000000003,23.45,2024,6,6
2024-06-03,,704.476564,704.476564,1,1,2024,6,23,0,0,0,,0,0,0,0,23.725,26.6,17.849999999999998,89.5,0.0,0.6750000000000003,23.325,2024,6,0
2024-06-04,828.083614,828.083614,828.083614,0,0,2024,6,23,1,0,1,,0,0,0,0,23.6,26.2,17.4,88.0,0.0,0.0,23.2,2024,6,1
2024-06-05,772.3859870000001,772.3859870000001,772.3859870000001,0,0,2024,6,23,2,0,1,,0,0,0,0,23.8,27.0,18.8,92.0,0.0,0.5,22.8,2024,6,2
2024-06-06,646.834214,646.834214,646.834214,0,0,2024,6,23,3,0,1,,0,0,0,0,23.5,25.8,18.2,92.0,0.0,1.8,22.5,2024,6,3
